tweet_id,airline_sentiment,text,textToken,textWords,features,airline_sentiment_Index,rawPrediction,probability,prediction
568095440517754881,positive,"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?","[""@virginamerica"","","",""am"",""i"",""dreaming?"",""did"",""you"",""really"",""just"",""open"",""up"",""a"",""route"",""between"",""dallas"",""and"",""austin?!"",""and"",""does"",""this"",""mean"",""houston"",""might"",""be"",""next?""]","[""@virginamerica"","","",""dreaming?"",""really"",""open"",""route"",""dallas"",""austin?!"",""mean"",""houston"",""might"",""next?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[15,18,112,149,212,267,375,548,719,783,909,924],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[0.49601917736211476,0.7246993196867813,-1.2207184970488967]}","{""vectorType"":""dense"",""length"":3,""values"":[0.41040942659569696,0.515859997093868,0.07373057631043502]}",1
568101393111891968,neutral,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?","[""@virginamerica"",""-"",""can"",""you"",""tweet"",""me"",""the"",""cancelled"",""flight/chng"",""fee"",""for"",""a"",""flight?"",""or"",""can"",""i"",""rebook"",""under"",""one"",""of"",""your"",""affiliates?"",""if"",""so,"",""who"",""are"",""afiliates?""]","[""@virginamerica"",""-"",""tweet"",""cancelled"",""flight/chng"",""fee"",""flight?"",""rebook"",""one"",""affiliates?"",""so,"",""afiliates?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,152,210,270,306,330,431,556,661,791,815,923],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.7961418642059765,0.3022199359728557,-1.0983618001788324]}","{""vectorType"":""dense"",""length"":3,""values"":[0.567981286982842,0.3465983249594039,0.0854203880577541]}",0
568122723915862016,neutral,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,"[""@virginamerica"",""is"",""helping"",""me"",""step"",""up"",""my"",""@tinder"",""game!"",""#tindertips"",""#tinderchamp"",""http://t.co/jbmvvha63a""]","[""@virginamerica"",""helping"",""step"",""@tinder"",""game!"",""#tindertips"",""#tinderchamp"",""http://t.co/jbmvvha63a""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[13,18,45,338,558,768,799,832],""values"":[1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.20761416763154714,-0.0660887917013071,-0.14152537593024037]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4055392340505035,0.30843609188203436,0.28602467406746207]}",0
568526847320784896,negative,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,"[""@virginamerica"",""sent"",""a"",""couple"",""messages"",""to"",""the"",""email"",""you"",""provided"",""but"",""to"",""no"",""avail."",""will"",""try"",""again"",""next"",""year."",""cheers.""]","[""@virginamerica"",""sent"",""couple"",""messages"",""email"",""provided"",""avail."",""try"",""next"",""year."",""cheers.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[2,18,117,257,273,517,612,693,702,731,879],""values"":[1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[-0.12154428768053463,0.8650610576829292,-0.743516770002395]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23702307284827628,0.6357229374919214,0.1272539896598022]}",1
568579880046227457,neutral,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd","[""@virginamerica"",""many"",""thanks"",""for"",""the"",""follow."",""#ourprincess"",""#freyasfund"",""#usa"",""#bandie"","""",""looking"",""for"",""any"",""help😍"",""💗🇬🇧💗🇺🇸💗"",""🎀🌏🎀"",""http://t.co/ujfs9zi6kd""]","[""@virginamerica"",""many"",""thanks"",""follow."",""#ourprincess"",""#freyasfund"",""#usa"",""#bandie"","""",""looking"",""help😍"",""💗🇬🇧💗🇺🇸💗"",""🎀🌏🎀"",""http://t.co/ujfs9zi6kd""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,82,97,188,232,259,372,518,536,645,870,926,958,967],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[-1.1724531458664829,0.5852524290918814,0.5872007167746007]}","{""vectorType"":""dense"",""length"":3,""values"":[0.07930501952697747,0.4598990457058634,0.46079593476715913]}",2
568629385105793024,neutral,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,"[""@virginamerica"",""help."",""i"",""was"",""on"","""",""flight"","""",""27"",""from"",""jkf"",""tonight."",""seat"",""7c"",""left"",""portfolio."",""need"",""it"",""back!!""]","[""@virginamerica"",""help."","""",""flight"","""",""27"",""jkf"",""tonight."",""seat"",""7c"",""left"",""portfolio."",""need"",""back!!""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,29,47,161,184,198,372,411,537,550,662,952],""values"":[1,1,1,1,2,1,2,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.5895787630530136,0.376597769683858,-0.9661765327368721]}","{""vectorType"":""dense"",""length"":3,""values"":[0.49524529108027476,0.40024312861519,0.10451158030453529]}",0
568769672922812418,negative,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW","[""@virginamerica"",""can't"",""check"",""in,"",""your"",""site"",""looks"",""like"",""this"",""every"",""time"",""it"",""loads"",""http://t.co/kacy2awdbw""]","[""@virginamerica"",""check"",""in,"",""site"",""looks"",""like"",""every"",""time"",""loads"",""http://t.co/kacy2awdbw""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,130,157,330,661,681,875,891,901],""values"":[1,1,2,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[0.383820115963815,0.014738226747337158,-0.39855834271115287]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4654007580704587,0.32176356012804413,0.21283568180149717]}",0
568833739192557569,neutral,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,"[""@virginamerica"",""achieves"",""a"",""second"",""year"",""of"",""profitability"",""despite"",""revenue"",""pressure"",""..."",""-"",""@capa_aviation"",""http://t.co/zsuztnaijq""]","[""@virginamerica"",""achieves"",""second"",""year"",""profitability"",""despite"",""revenue"",""pressure"",""..."",""-"",""@capa_aviation"",""http://t.co/zsuztnaijq""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[15,18,152,177,256,301,365,366,661,681,688,899],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[-0.14528691198419316,0.39220660716932754,-0.24691969518513496]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2766196382103518,0.4734929078891728,0.24988745390047537]}",1
568845553104068609,neutral,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,"[""@virginamerica"",""posts"",""second"",""consecutive"",""full-year"",""net"",""profit"",""-"",""@atwonline"",""http://t.co/tvb5zbzvhg""]","[""@virginamerica"",""posts"",""second"",""consecutive"",""full-year"",""net"",""profit"",""-"",""@atwonline"",""http://t.co/tvb5zbzvhg""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,42,77,96,152,187,256,707,891,971],""values"":[1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.1492462095934676,0.0353323956124133,-0.1845786052058816]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3833600140672714,0.3420855042359898,0.2745544816967386]}",0
568864815654899712,neutral,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,"[""@virginamerica"",""need"",""to"",""start"",""flying"",""to"",""@kciairport"",""."","""",""😊😀😃😄""]","[""@virginamerica"",""need"",""start"",""flying"",""@kciairport"",""."","""",""😊😀😃😄""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,139,144,372,537,679,828,996],""values"":[1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.15670253740754966,0.6188457198393914,-0.7755482572469414]}","{""vectorType"":""dense"",""length"":3,""values"":[0.33544223239460086,0.5325053478242681,0.13205241978113105]}",1
568865011717705730,neutral,@VirginAmerica I need you to follow back in order to DM.,"[""@virginamerica"",""i"",""need"",""you"",""to"",""follow"",""back"",""in"",""order"",""to"",""dm.""]","[""@virginamerica"",""need"",""follow"",""back"",""order"",""dm.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,226,338,367,430,537],""values"":[1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[-0.43222104917867654,1.088503523580858,-0.6562824744021819]}","{""vectorType"":""dense"",""length"":3,""values"":[0.15686753495292854,0.7177535719310485,0.12537889311602285]}",1
568884848632279041,neutral,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,"[""@virginamerica"",""what"",""is"",""your"",""policy"",""on"",""flying"",""after"",""surgery?"","""",""i"",""am"",""still"",""waiting"",""for"",""answer"",""so"",""i"",""can"",""tell"",""me"",""doctor.""]","[""@virginamerica"",""policy"",""flying"",""surgery?"","""",""still"",""waiting"",""answer"",""tell"",""doctor.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,39,142,144,229,372,619,712,791,850],""values"":[1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[1.0119953455668396,-0.13276033975749268,-0.8792350058093477]}","{""vectorType"":""dense"",""length"":3,""values"":[0.680648212919395,0.21665146561941329,0.10270032146119175]}",0
568920614716600320,neutral,@VirginAmerica way to take advantage of #MayweatherPacquiao :),"[""@virginamerica"",""way"",""to"",""take"",""advantage"",""of"",""#mayweatherpacquiao"","":)""]","[""@virginamerica"",""way"",""take"",""advantage"",""#mayweatherpacquiao"","":)""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,391,682,762,855,992],""values"":[1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[-0.43628131862323494,0.3577121316945603,0.07856918692867426]}","{""vectorType"":""dense"",""length"":3,""values"":[0.20468308788527456,0.4528026233752272,0.3425142887394982]}",1
568940002849255425,negative,@VirginAmerica there is something wrong with you website in Safari iPhone,"[""@virginamerica"",""there"",""is"",""something"",""wrong"",""with"",""you"",""website"",""in"",""safari"",""iphone""]","[""@virginamerica"",""something"",""wrong"",""website"",""safari"",""iphone""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,417,512,826,883,972],""values"":[1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[0.34768130596563007,0.19482115200279942,-0.5425024579684302]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4407558018017906,0.37827855064437405,0.1809656475538354]}",0
568943244027006976,neutral,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,"[""@virginamerica"",""this"",""is"",""what"",""you"",""missed"",""@newsvp."",""next"",""trip"",""to"",""the"",""407.""]","[""@virginamerica"",""missed"",""@newsvp."",""next"",""trip"",""407.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,150,208,273,568,782],""values"":[1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.21133717233769925,0.2996712304880043,-0.5110084028257038]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3879028838760637,0.42372686746649,0.18837024865744617]}",1
569110766235877376,positive,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,"[""@virginamerica"",""love"",""the"",""90s"",""music"",""blasting"",""at"",""gate"",""in"",""#boston"",""while"",""waiting"",""for"",""flight"",""to"",""#sanfrancisco."",""only"",""if"",""i"",""could"",""get"",""an"",""iced"",""coffee!""]","[""@virginamerica"",""love"",""90s"",""music"",""blasting"",""gate"",""#boston"",""waiting"",""flight"",""#sanfrancisco."",""get"",""iced"",""coffee!""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,29,61,160,228,240,321,370,376,426,505,791,894],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[0.6407264300840757,-0.738053723581654,0.09732729349757768]}","{""vectorType"":""dense"",""length"":3,""values"":[0.545656020987309,0.13744290923965832,0.3169010697730326]}",0
569197515993534464,neutral,@virginamerica spruce moose!,"[""@virginamerica"",""spruce"",""moose!""]","[""@virginamerica"",""spruce"",""moose!""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,194,475],""values"":[1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[-0.11159063388135243,0.4792964648945781,-0.36770583101322574]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2793575262491905,0.5044049997549684,0.21623747399584098]}",1
569222494952886272,positive,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,"[""@virginamerica"",""when"",""are"",""you"",""putting"",""some"",""great"",""deals"",""from"",""pdx"",""to"",""las"",""or"",""from"",""las"",""to"",""pdx"",""show"",""me"",""your"",""love!"",""http://t.co/eniqg0buzj""]","[""@virginamerica"",""putting"",""great"",""deals"",""pdx"",""las"",""las"",""pdx"",""show"",""love!"",""http://t.co/eniqg0buzj""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,19,70,184,750,804,814,827,895],""values"":[1,1,2,1,1,1,2,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[-0.07797624280741564,0.6910999751040011,-0.6131237322965858]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2671400432318644,0.5764273111518065,0.15643264561632908]}",1
569250469178175488,positive,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,"[""@virginamerica"",""thanks"",""for"",""a"",""great"",""flight"",""from"",""la"",""to"",""boston!"",""pilots"",""did"",""a"",""great"",""job"",""landing"",""in"",""the"",""snow."",""can"",""we"",""go"",""back"",""to"",""la"",""now?"",""#seriously""]","[""@virginamerica"",""thanks"",""great"",""flight"",""la"",""boston!"",""pilots"",""great"",""job"",""landing"",""snow."",""go"",""back"",""la"",""now?"",""#seriously""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,29,98,177,430,451,518,557,641,750,766,845,958,962],""values"":[1,1,2,1,1,1,1,1,1,2,1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[-0.4088540511252124,-2.2796421406264304,2.688496191751642]}","{""vectorType"":""dense"",""length"":3,""values"":[0.042930961650024954,0.006611464535278504,0.9504575738146965]}",2
569568010555432960,negative,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,"[""@united"",""then"",""you"",""delete"",""my"",""return"",""ticket"",""to"",""europe"",""and"",""blame"",""me"",""for"",""the"",""now"",""show?"",""this"",""airline"",""is"",""a"",""joke."",""3"",""times"",""this"",""happened"",""now.3"",""times!""]","[""@united"",""delete"",""return"",""ticket"",""europe"",""blame"",""show?"",""airline"",""joke."",""3"",""times"",""happened"",""now.3"",""times!""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[24,75,206,305,328,368,389,450,458,560,635,665,874,961],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.5040584856557417,-0.7318589829495201,-0.7721995027062214]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8267457642634727,0.08837417243107101,0.08488006330545635]}",0
569570819757752320,negative,@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,"[""@united"",""check"",""in"",""and"",""it's"",""still"",""saying"",""i"",""haven't"",""paid."",""i've"",""called"",""back"",""twice"",""was"",""on"",""hold"",""for"",""30"",""minutes"",""then"",""they"",""answered"",""and"",""hung"",""up."",""i""]","[""@united"",""check"",""still"",""saying"",""paid."",""called"",""back"",""twice"",""hold"",""30"",""minutes"",""answered"",""hung"",""up.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[23,86,187,241,286,389,430,560,624,712,764,796,819,901],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[3.1477685091223115,-1.4019215928067081,-1.7458469163156034]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9822557868394132,0.010382914803503307,0.007361298357083364]}",0
569577959440257025,neutral,@united Name correct on original confirmation but spelled wrong on check-in reminder. First name and MI run together. Cause for concern?,"[""@united"",""name"",""correct"",""on"",""original"",""confirmation"",""but"",""spelled"",""wrong"",""on"",""check-in"",""reminder."",""first"",""name"",""and"",""mi"",""run"",""together."",""cause"",""for"",""concern?""]","[""@united"",""name"",""correct"",""original"",""confirmation"",""spelled"",""wrong"",""check-in"",""reminder."",""first"",""name"",""mi"",""run"",""together."",""cause"",""concern?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[15,74,78,140,225,266,316,395,403,436,512,560,628,850,880],""values"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.8186043595819037,-0.3083871799343758,-0.510217179647529]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6294075547879203,0.20393217196725041,0.16666027324482927]}",0
569580197709783040,negative,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?","[""@united"",""a"",""baby"",""shit"",""its"",""pants"",""half"",""way"",""through"",""my"",""flight"",""and"",""it"",""smelled"",""like"",""shit,"",""what"",""are"",""you"",""going"",""to"",""do"",""about"",""this?""]","[""@united"",""baby"",""shit"",""pants"",""half"",""way"",""flight"",""smelled"",""like"",""shit,"",""going"",""this?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[29,38,276,327,330,348,391,460,560,591,780],""values"":[2,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.6488501378329314,-0.35521896534147857,-1.2936311724914533]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8420907799258528,0.11350180273182665,0.044407417342320586]}",0
569580805036453888,positive,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),"[""@virginamerica"",""thank"",""you"",""for"",""checking"",""in."",""tickets"",""are"",""purchased"",""and"",""customer"",""is"",""happy"","";-)""]","[""@virginamerica"",""thank"",""checking"",""in."",""tickets"",""purchased"",""customer"",""happy"","";-)""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[18,301,347,402,413,468,644,687,936],""values"":[1,1,1,1,1,1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[-0.7032927813042917,-0.21685309200060954,0.9201458733049008]}","{""vectorType"":""dense"",""length"":3,""values"":[0.12992056168891913,0.21131774242895868,0.6587616958821221]}",2
